Index;OWL URI;Time Spent (ms);Exception Cause; Exception Detail
196;http://data.bioontology.org/ontologies/XAO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;5851;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/XAO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
197;http://data.bioontology.org/ontologies/XCO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;4608;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/XCO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
198;http://data.bioontology.org/ontologies/XEO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;2945;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/XEO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
199;http://data.bioontology.org/ontologies/ZEA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3482;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/ZEA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
200;http://data.bioontology.org/ontologies/ZFA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;6816;Server returned HTTP response code: 400 for URL: http://data.bioontology.org/ontologies/ZFA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;OBO Ontology Extension
201;http://data.bioontology.org/ontologies/CPT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;230;Server returned HTTP response code: 403 for URL: http://data.bioontology.org/ontologies/CPT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;License restrictions on download
202;http://data.bioontology.org/ontologies/ICD10/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;257;Server returned HTTP response code: 403 for URL: http://data.bioontology.org/ontologies/ICD10/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;License restrictions on download
203;http://data.bioontology.org/ontologies/ICNP/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;407;Server returned HTTP response code: 403 for URL: http://data.bioontology.org/ontologies/ICNP/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;License restrictions on download
204;http://data.bioontology.org/ontologies/ICPC2P/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;461;Server returned HTTP response code: 403 for URL: http://data.bioontology.org/ontologies/ICPC2P/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;License restrictions on download
205;http://data.bioontology.org/ontologies/MDDB/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;288;Server returned HTTP response code: 403 for URL: http://data.bioontology.org/ontologies/MDDB/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;License restrictions on download
206;http://data.bioontology.org/ontologies/MEDDRA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;605;Server returned HTTP response code: 403 for URL: http://data.bioontology.org/ontologies/MEDDRA/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;License restrictions on download
207;http://data.bioontology.org/ontologies/NDDF/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;210;Server returned HTTP response code: 403 for URL: http://data.bioontology.org/ontologies/NDDF/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;License restrictions on download
208;http://data.bioontology.org/ontologies/NDFRT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;339;Server returned HTTP response code: 403 for URL: http://data.bioontology.org/ontologies/NDFRT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;License restrictions on download
209;http://data.bioontology.org/ontologies/NIC/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;319;Server returned HTTP response code: 403 for URL: http://data.bioontology.org/ontologies/NIC/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;License restrictions on download
210;http://data.bioontology.org/ontologies/RCD/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;450;Server returned HTTP response code: 403 for URL: http://data.bioontology.org/ontologies/RCD/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;License restrictions on download
211;http://data.bioontology.org/ontologies/SNOMEDCT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;272;Server returned HTTP response code: 403 for URL: http://data.bioontology.org/ontologies/SNOMEDCT/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;License restrictions on download
212;http://data.bioontology.org/ontologies/WHO-ART/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;207;Server returned HTTP response code: 403 for URL: http://data.bioontology.org/ontologies/WHO-ART/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;License restrictions on download
213;http://data.bioontology.org/ontologies/LOINC/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;90525;Server returned HTTP response code: 504 for URL: http://data.bioontology.org/ontologies/LOINC/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;
214;http://data.bioontology.org/ontologies/NCBITAXON/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;90412;Server returned HTTP response code: 504 for URL: http://data.bioontology.org/ontologies/NCBITAXON/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;
215;http://data.bioontology.org/ontologies/EFO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;3097;Ontology already exists. OntologyID(OntologyIRI(<http://www.ebi.ac.uk/efo/efo.owl>));
216;http://data.bioontology.org/ontologies/NBO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;67739;Exception in thread main java.lang.OutOfMemoryError: Java heap space;
217;http://data.bioontology.org/ontologies/GMO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;36766;Could not load imported ontology: <http://mimi.case.edu/ontologies/2009/1/UnitsOntology> Cause: connect timed out;
218;http://data.bioontology.org/ontologies/PROVO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;20163;connect timed out;
219;http://data.bioontology.org/ontologies/HINO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;41378;Connection reset;
220;http://data.bioontology.org/ontologies/BAO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;26156;Connection reset;
221;http://data.bioontology.org/ontologies/GO-PLUS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;94066;Connection reset;
222;http://data.bioontology.org/ontologies/LOINC/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;6332233;Server returned HTTP response code: 504 for URL: http://data.bioontology.org/ontologies/LOINC/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;
223;http://data.bioontology.org/ontologies/NBO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;385966;Connection reset;
224;http://data.bioontology.org/ontologies/GMO/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;46624;Could not load imported ontology: <http://mimi.case.edu/ontologies/2009/1/UnitsOntology> Cause: connect timed out;
225;http://data.bioontology.org/ontologies/GO-PLUS/download?apikey=c96ea8d0-efe1-48bb-b123-bad6404dce85;116136;Connection reset;
